,userId,movieId,rating,timestamp,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
3009758,19867,79091,5.0,1387564568,Despicable Me (2010),0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17892510,116005,2334,3.0,959057255,"Siege, The (1998)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1118187,7537,2840,3.0,965737551,Stigmata (1999),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
15165132,98280,2115,3.5,1219315274,Indiana Jones and the Temple of Doom (1984),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10343261,67087,64839,4.0,1496659265,"Wrestler, The (2008)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12211996,79149,2420,4.0,948091798,"Karate Kid, The (1984)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15701105,101662,1247,4.0,991876289,"Graduate, The (1967)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18633589,120751,122890,1.0,1490730166,Warcraft (2016),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10884387,70636,1997,4.0,1181758812,"Exorcist, The (1973)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4039585,26560,1259,5.0,962347717,Stand by Me (1986),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7545967,48992,7021,2.5,1210002113,Pure Luck (1991),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18884553,122450,3730,4.0,1176712483,"Conversation, The (1974)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5666699,36678,585,3.0,1076099820,"Brady Bunch Movie, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11171003,72425,1091,3.0,862271253,Weekend at Bernie's (1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24600349,159843,3,4.0,1023745126,Grumpier Old Men (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24528812,159397,6934,2.0,1230657847,"Matrix Revolutions, The (2003)",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
18453118,119531,91630,5.0,1336630988,Mission: Impossible - Ghost Protocol (2011),0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5552388,35930,42738,4.5,1203639493,Underworld: Evolution (2006),0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13326050,86222,349,5.0,831310381,Clear and Present Danger (1994),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4020635,26470,3751,3.5,1228433977,Chicken Run (2000),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4281814,28193,3034,4.0,1437428211,Robin Hood (1973),0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4807415,31398,1711,4.0,975869833,Midnight in the Garden of Good and Evil (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
21833373,141938,1466,2.5,1536631518,Donnie Brasco (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22390577,145593,2019,4.0,859348348,Seven Samurai (Shichinin no samurai) (1954),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3597280,23732,136020,5.0,1451353235,Spectre (2015),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15633117,101234,1263,1.5,1309994636,"Deer Hunter, The (1978)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
21429345,139259,122912,3.0,1537115571,Avengers: Infinity War - Part I (2018),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7033900,45599,114670,3.0,1545038481,Tusk (2014),0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4079849,26834,115569,3.0,1571789063,Nightcrawler (2014),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7488705,48636,61323,2.0,1223965178,Burn After Reading (2008),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23424684,152077,58559,3.5,1494655664,"Dark Knight, The (2008)",0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
9149424,59596,4388,2.5,1083183128,Scary Movie 2 (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4364156,28735,60950,3.5,1456940868,Vicky Cristina Barcelona (2008),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4417257,29049,71264,3.0,1474856056,Cloudy with a Chance of Meatballs (2009),0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14035425,90969,4369,3.0,1024356267,"Fast and the Furious, The (2001)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18206561,117911,36531,3.0,1481681960,Venom (2005),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14340782,92902,3421,4.0,1331349354,Animal House (1978),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6796320,44034,66665,2.5,1287673580,Away We Go (2009),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16088354,104279,2355,4.0,1041979207,"Bug's Life, A (1998)",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16392446,106362,5620,2.5,1423039497,Sweet Home Alabama (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23805851,154643,1333,4.0,944968033,"Birds, The (1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20820127,135417,754,1.0,835805583,Gold Diggers: The Secret of Bear Mountain (1995),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6360042,41256,653,3.0,1287261407,Dragonheart (1996),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6826844,44224,2272,3.0,940614038,One True Thing (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
845780,5706,1968,5.0,942772614,"Breakfast Club, The (1985)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10743221,69778,1588,3.0,978618962,George of the Jungle (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22229343,144535,339,3.0,836055821,While You Were Sleeping (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7786076,50585,236,4.0,829995507,French Kiss (1995),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22747676,147877,8784,4.0,1188818119,Garden State (2004),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
18915184,122657,1961,4.5,1081540315,Rain Man (1988),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13246811,85757,112290,3.5,1482247117,Boyhood (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6340892,41123,17,4.0,942169796,Sense and Sensibility (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20948546,136218,1580,2.5,1071167103,Men in Black (a.k.a. MIB) (1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8093033,52664,4878,5.0,1111091102,Donnie Darko (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
3512657,23169,377,3.5,1110310816,Speed (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
23635555,153412,2291,3.5,1072984840,Edward Scissorhands (1990),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
7612033,49403,261,0.5,1076137454,Little Women (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13701347,88766,7380,2.5,1508355378,Ella Enchanted (2004),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
17688536,114645,350,3.0,836556491,"Client, The (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
22121975,143811,3088,5.0,945182115,Harvey (1950),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9446828,61415,4776,4.5,1547950074,Training Day (2001),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
15055850,97535,16,2.5,1131887086,Casino (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6266369,40616,80693,4.5,1486405183,It's Kind of a Funny Story (2010),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22393141,145608,2924,4.5,1102686738,Drunken Master (Jui kuen) (1978),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20469858,133092,8368,3.0,1465710178,Harry Potter and the Prisoner of Azkaban (2004),0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11256405,73022,59315,5.0,1428584430,Iron Man (2008),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6972530,45195,3257,3.0,1148233601,"Bodyguard, The (1992)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5386618,34974,3753,4.0,1227877590,"Patriot, The (2000)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18653078,120873,50872,3.5,1549926024,Ratatouille (2007),0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19449718,126250,2739,4.0,944401163,"Color Purple, The (1985)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16563607,107479,911,5.0,1031961555,Charade (1963),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
20342708,132271,3949,5.0,1408641566,Requiem for a Dream (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13752378,89117,480,4.0,1004817187,Jurassic Park (1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24287997,157848,3256,3.0,978832682,Patriot Games (1992),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
22779974,148071,5483,4.0,1078883953,"Kid Stays in the Picture, The (2002)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5797418,37545,1186,3.0,862602425,"Sex, Lies, and Videotape (1989)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24948891,162264,118202,3.0,1552085516,Cowspiracy: The Sustainability Secret (2014),0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20180320,131257,161,5.0,842282954,Crimson Tide (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
4150587,27305,1732,3.0,1524278043,"Big Lebowski, The (1998)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16741172,108591,3108,4.0,944071354,"Fisher King, The (1991)",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
21027964,136683,930,5.0,1398971663,Notorious (1946),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
16920360,109728,8622,4.5,1115521596,Fahrenheit 9/11 (2004),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1224024,8263,140928,4.0,1511890321,Joy (2015),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22727739,147756,41569,2.0,1343885955,King Kong (2005),0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1489841,9956,1884,4.0,1493064935,Fear and Loathing in Las Vegas (1998),0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12480313,80780,93840,3.0,1445502903,"Cabin in the Woods, The (2012)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
15090411,97788,1997,4.5,1250773668,"Exorcist, The (1973)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1334537,8987,41,5.0,1112163571,Richard III (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20143320,130997,1274,4.5,1446995442,Akira (1988),0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3067153,20180,1204,2.5,1453083908,Lawrence of Arabia (1962),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7380065,47846,594,3.0,836689062,Snow White and the Seven Dwarfs (1937),0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
8259297,53776,122920,5.0,1513541020,Captain America: Civil War (2016),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10242492,66387,2657,2.0,941827542,"Rocky Horror Picture Show, The (1975)",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
21627596,140636,50,4.5,1122983019,"Usual Suspects, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
752106,5114,72165,1.0,1505071916,Cirque du Freak: The Vampire's Assistant (2009),0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
23182162,150549,106696,4.0,1415286838,Frozen (2013),0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
12295152,79646,368,4.5,1554224457,Maverick (1994),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2163515,14450,178667,3.5,1532878025,Gerald's Game (2017),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2723093,18083,103341,3.0,1558681424,"World's End, The (2013)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21464949,139521,2791,4.0,969970845,Airplane! (1980),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14752362,95499,3978,3.5,1146577248,"Legend of Bagger Vance, The (2000)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2896034,19122,912,4.0,1568955702,Casablanca (1942),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1389002,9365,2145,3.0,1006769326,Pretty in Pink (1986),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3989764,26262,4857,3.0,1002048388,Fiddler on the Roof (1971),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5127321,33328,79850,3.0,1365121370,12th & Delaware (2010),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1532475,10281,1198,4.0,1424896677,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12492149,80858,588,3.0,843571114,Aladdin (1992),0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22143117,143958,68954,4.5,1553372053,Up (2009),0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15526640,100553,2,3.0,1080521806,Jumanji (1995),0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15416369,99869,1,3.0,1178144293,Toy Story (1995),0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13127915,85011,1625,2.5,1461965409,"Game, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
15829705,102552,8644,3.0,1187069111,"I, Robot (2004)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
13994471,90691,54259,4.5,1501465842,Stardust (2007),0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3802874,25058,315,1.0,1111483336,"Specialist, The (1994)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3819916,25161,1213,3.0,853858943,Goodfellas (1990),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23156835,150377,3178,3.5,1285012420,"Hurricane, The (1999)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19506534,126637,7007,3.5,1162269622,"Last Boy Scout, The (1991)",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6414883,41608,5900,1.0,1519263958,Analyze That (2002),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9737728,63212,1523,4.0,956693148,"Truth or Consequences, N.M. (1997)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
21958698,142766,4148,4.0,1111490991,Hannibal (2001),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5935326,38473,4033,3.0,985142084,Thirteen Days (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
8505965,55409,1204,4.0,1441553473,Lawrence of Arabia (1962),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1479238,9858,26369,3.0,1357547149,Maîtresse (Mistress) (1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10077431,65376,866,3.0,996964788,Bound (1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
14823382,96003,2804,5.0,965426022,"Christmas Story, A (1983)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23671046,153718,806,4.0,1175596284,American Buffalo (1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
12359436,80023,8368,4.0,1087228649,Harry Potter and the Prisoner of Azkaban (2004),0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
18203530,117892,34162,1.0,1417836792,Wedding Crashers (2005),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16697334,108258,6157,1.0,1447685887,Daredevil (2003),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15739349,101904,1425,2.0,1012927278,Fierce Creatures (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6282738,40714,231,5.0,836013303,Dumb & Dumber (Dumb and Dumber) (1994),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20419299,132754,3036,4.0,942300250,"Quest for Fire (Guerre du feu, La) (1981)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17758545,115102,6966,3.0,1466834217,Darkman (1990),0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
23169493,150452,3063,2.0,942192333,Poison Ivy (1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24357252,158252,1094,4.0,936164708,"Crying Game, The (1992)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2382241,15849,1214,4.0,1222933558,Alien (1979),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3170461,20917,111781,4.5,1507963848,Mission: Impossible - Rogue Nation (2015),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1408358,9463,134130,4.5,1444943114,The Martian (2015),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16327152,105868,165103,3.5,1502807277,Keeping Up with the Joneses (2016),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13789221,89377,592,4.0,845497905,Batman (1989),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7783215,50555,339,3.0,848484263,While You Were Sleeping (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24365340,158299,1036,3.0,996373802,Die Hard (1988),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7386410,47891,1291,4.0,1441509266,Indiana Jones and the Last Crusade (1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16889645,109510,661,3.0,833721177,James and the Giant Peach (1996),0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4806559,31394,2105,2.0,1456109613,Tron (1982),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24242638,157561,59118,4.5,1233014243,Happy-Go-Lucky (2008),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3080565,20296,6,1.0,955217611,Heat (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9831446,63831,106920,3.5,1453888424,Her (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1259055,8511,52281,1.0,1260104657,Grindhouse (2007),0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
6291269,40783,6,5.0,1004511041,Heat (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22439026,145903,1079,4.0,1057375258,"Fish Called Wanda, A (1988)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19010356,123311,80463,5.0,1503371273,"Social Network, The (2010)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16518647,107164,6987,5.0,1141682272,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
14203525,92021,3300,2.0,1303932826,Pitch Black (2000),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
12297227,79656,2706,3.0,1043238750,American Pie (1999),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10408862,67509,4643,3.5,1499696461,Planet of the Apes (2001),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
21648193,140747,93510,0.5,1551842565,21 Jump Street (2012),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5623981,36449,4239,3.5,1472695609,Blow (2001),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24230569,157508,106489,5.0,1481130096,"Hobbit: The Desolation of Smaug, The (2013)",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1178002,7955,589,4.0,995336779,Terminator 2: Judgment Day (1991),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
587729,4009,7147,4.5,1110264435,Big Fish (2003),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
14269999,92380,1196,4.5,1117106327,Star Wars: Episode V - The Empire Strikes Back (1980),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21508443,139831,3988,3.0,975532160,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10821977,70240,81834,5.0,1480062845,Harry Potter and the Deathly Hallows: Part 1 (2010),0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21132645,137293,79832,3.5,1380661219,Easy Living (1937),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5185459,33685,1377,3.0,978746795,Batman Returns (1992),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13004483,84198,44,2.5,1165209441,Mortal Kombat (1995),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6564639,42519,102445,4.5,1498339997,Star Trek Into Darkness (2013),0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22288243,144951,91529,5.0,1522673500,"Dark Knight Rises, The (2012)",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3047668,20078,110,3.0,845099153,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23774447,154428,3724,4.0,975524346,Coming Home (1978),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13791750,89394,3553,4.0,978479460,Gossip (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11156787,72348,4019,4.5,1387305981,Finding Forrester (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18922887,122715,1059,4.5,1166672813,William Shakespeare's Romeo + Juliet (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4520686,29696,1527,4.5,1124481024,"Fifth Element, The (1997)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7194561,46634,10,4.0,974613437,GoldenEye (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19785497,128557,370,4.0,832916389,Naked Gun 33 1/3: The Final Insult (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20330719,132182,3409,3.5,1511070114,Final Destination (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18213472,117965,971,2.0,952730465,Cat on a Hot Tin Roof (1958),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5613228,36353,7099,0.5,1451516820,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7343388,47573,73321,3.0,1320541777,"Book of Eli, The (2010)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18085209,117176,4022,5.0,1178297863,Cast Away (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11112494,72276,2671,1.5,1342664087,Notting Hill (1999),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21635813,140675,1213,5.0,938920671,Goodfellas (1990),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24070790,156404,39,4.0,939067509,Clueless (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2991796,19744,1259,4.0,1159581680,Stand by Me (1986),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15415151,99859,273,2.0,945023394,Mary Shelley's Frankenstein (Frankenstein) (1994),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1585249,10605,54503,4.0,1417329384,Superbad (2007),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3360549,22226,117176,3.5,1440179236,The Theory of Everything (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10770754,69916,4571,3.5,1054584880,Bill & Ted's Excellent Adventure (1989),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22118721,143786,589,3.0,900857928,Terminator 2: Judgment Day (1991),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15834288,102584,8798,4.0,1188484329,Collateral (2004),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6615785,42827,597,3.0,839442054,Pretty Woman (1990),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
